text;topic;predicted;extra;not_predicted
11449;политика и общественная жизнь;дом и домашнее хозяйство;дом и домашнее хозяйство;политика и общественная жизнь
497;природа;политика и общественная жизнь;политика и общественная жизнь;природа
11568;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
8837;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
2038;транспорт,происшествия,спорт;криминал;криминал;транспорт,происшествия,спорт
1178;политика и общественная жизнь;политика и общественная жизнь;;
1946;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
1482;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
316;транспорт,спорт;спорт;;транспорт
1720;администрация и управление;администрация и управление;;
7825;образование;политика и общественная жизнь;политика и общественная жизнь;образование
7018;досуг, зрелища и развлечения;администрация и управление;администрация и управление;досуг, зрелища и развлечения
3504;наука и технологии;политика и общественная жизнь;политика и общественная жизнь;наука и технологии
10377;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;;экономика,бизнес
9818;строительство и архитектура,строительство;строительство,строительство и архитектура;;
6786;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
11241;политика и общественная жизнь;политика и общественная жизнь;;
11315;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь
3032;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
4297;экология;здоровье и медицина;здоровье и медицина;экология
2914;образование;политика и общественная жизнь;политика и общественная жизнь;образование
4916;политика и общественная жизнь;политика и общественная жизнь;;
8841;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
10268;история,религия;администрация и управление;администрация и управление;религия,история
4058;криминал;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;криминал
4502;администрация и управление;спорт;спорт;администрация и управление
10529;армия и вооруженные конфликты;частная жизнь;частная жизнь;армия и вооруженные конфликты
5571;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
5059;информатика,экономика,бизнес,бизнес, коммерция, экономика, финансы;дом и домашнее хозяйство;дом и домашнее хозяйство;экономика,информатика,бизнес,бизнес, коммерция, экономика, финансы
4565;образование;право;право;образование
5887;политика и общественная жизнь;политика и общественная жизнь,право;право;
6472;досуг, зрелища и развлечения,спорт;политика и общественная жизнь;политика и общественная жизнь;спорт,досуг, зрелища и развлечения
6716;политика и общественная жизнь;политика и общественная жизнь;;
4680;дом и домашнее хозяйство;строительство,строительство и архитектура;строительство,строительство и архитектура;дом и домашнее хозяйство
10588;искусство и культура;искусство и культура;;
6186;администрация и управление;администрация и управление;;
5596;политика и общественная жизнь;бизнес;бизнес;политика и общественная жизнь
2879;администрация и управление;досуг, зрелища и развлечения;досуг, зрелища и развлечения;администрация и управление
7139;администрация и управление;администрация и управление;;
9599;политика и общественная жизнь;политика и общественная жизнь;;
2409;криминал;происшествия;происшествия;криминал
3793;досуг, зрелища и развлечения,искусство и культура;администрация и управление;администрация и управление;искусство и культура,досуг, зрелища и развлечения
99;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
2045;политика и общественная жизнь;политика и общественная жизнь;;
7187;политика и общественная жизнь;политика и общественная жизнь;;
504;политика и общественная жизнь;экология;экология;политика и общественная жизнь
4165;администрация и управление,экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;;экономика,бизнес,бизнес, коммерция, экономика, финансы,криминал
5558;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
5818;политика и общественная жизнь;политика и общественная жизнь;;
2118;криминал;экономика;экономика;криминал
3072;строительство и архитектура,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,строительство и архитектура
11494;досуг, зрелища и развлечения;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;досуг, зрелища и развлечения
7777;досуг, зрелища и развлечения;сельское хозяйство;сельское хозяйство;досуг, зрелища и развлечения
1365;право,политика и общественная жизнь;право;;политика и общественная жизнь
10444;политика и общественная жизнь;политика и общественная жизнь;;
3075;дом и домашнее хозяйство;дом и домашнее хозяйство;;
11584;искусство и культура;бизнес;бизнес;искусство и культура
6397;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
9728;дом и домашнее хозяйство;дом и домашнее хозяйство;;
6834;строительство и архитектура,право,администрация и управление,строительство;администрация и управление;;строительство,право,строительство и архитектура
1067;строительство и архитектура,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,строительство и архитектура
94;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
1345;техника;здоровье и медицина;здоровье и медицина;техника
2627;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
847;экономика,бизнес,бизнес, коммерция, экономика, финансы;досуг, зрелища и развлечения;досуг, зрелища и развлечения;экономика,бизнес,бизнес, коммерция, экономика, финансы
7631;транспорт,спорт;администрация и управление;администрация и управление;транспорт,спорт
5185;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
4410;спорт;спорт;;
9851;искусство и культура;искусство и культура;;
3057;политика и общественная жизнь;политика и общественная жизнь;;
8327;политика и общественная жизнь;политика и общественная жизнь;;
4719;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
5225;история;администрация и управление;администрация и управление;история
3777;образование;политика и общественная жизнь;политика и общественная жизнь;образование
5952;политика и общественная жизнь;политика и общественная жизнь;;
10922;политика и общественная жизнь;политика и общественная жизнь;;
7840;политика и общественная жизнь;политика и общественная жизнь;;
61;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
10258;наука и технологии;политика и общественная жизнь;политика и общественная жизнь;наука и технологии
3152;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
8878;администрация и управление,образование;политика и общественная жизнь;политика и общественная жизнь;администрация и управление,образование
10381;политика и общественная жизнь;политика и общественная жизнь;;
3366;политика и общественная жизнь;право;право;политика и общественная жизнь
1422;путешествия;производство;производство;путешествия
8551;экономика,бизнес,бизнес, коммерция, экономика, финансы;дом и домашнее хозяйство;дом и домашнее хозяйство;экономика,бизнес,бизнес, коммерция, экономика, финансы
279;природа;политика и общественная жизнь;политика и общественная жизнь;природа
9118;администрация и управление,сельское хозяйство,политика и общественная жизнь;политика и общественная жизнь;;администрация и управление,сельское хозяйство
3122;политика и общественная жизнь;политика и общественная жизнь;;
8572;здоровье и медицина;спорт;спорт;здоровье и медицина
582;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
5763;сельское хозяйство;сельское хозяйство;;
9163;досуг, зрелища и развлечения;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;досуг, зрелища и развлечения
6568;здоровье и медицина;здоровье и медицина;;
4411;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
10217;строительство и архитектура,строительство;строительство,строительство и архитектура;;
510;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
2388;политика и общественная жизнь;криминал;криминал;политика и общественная жизнь
1290;политика и общественная жизнь;политика и общественная жизнь;;
2067;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
6584;частная жизнь;частная жизнь;;
9597;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
10037;астрономия,наука и технологии;политика и общественная жизнь;политика и общественная жизнь;астрономия,наука и технологии
1750;образование;политика и общественная жизнь;политика и общественная жизнь;образование
11619;здоровье и медицина;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;здоровье и медицина
4614;религия;политика и общественная жизнь;политика и общественная жизнь;религия
4682;досуг, зрелища и развлечения;администрация и управление;администрация и управление;досуг, зрелища и развлечения
2161;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
7711;политика и общественная жизнь;политика и общественная жизнь;;
689;политика и общественная жизнь;политика и общественная жизнь;;
851;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
2787;политика и общественная жизнь;политика и общественная жизнь;;
4319;администрация и управление,транспорт,спорт;транспорт,спорт;;администрация и управление
560;право;право;;
7873;политика и общественная жизнь;политика и общественная жизнь;;
7059;право,администрация и управление;администрация и управление;;право
8845;строительство и архитектура,строительство;строительство,строительство и архитектура;;
2517;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
9881;политика и общественная жизнь;политика и общественная жизнь;;
8888;строительство и архитектура,администрация и управление,строительство;администрация и управление;;строительство,строительство и архитектура
5322;транспорт,спорт;здоровье и медицина;здоровье и медицина;транспорт,спорт
10512;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
11035;политика и общественная жизнь;политика и общественная жизнь;;
11647;администрация и управление,экономика,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;;экономика,бизнес,бизнес, коммерция, экономика, финансы
363;строительство и архитектура,история,наука и технологии,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,история,наука и технологии,строительство и архитектура
10953;право,частная жизнь;политика и общественная жизнь;политика и общественная жизнь;право,частная жизнь
10303;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
8952;образование;политика и общественная жизнь;политика и общественная жизнь;образование
2690;досуг, зрелища и развлечения;спорт;спорт;досуг, зрелища и развлечения
5401;строительство и архитектура,право,строительство;строительство;;право,строительство и архитектура
3397;здоровье и медицина;дом и домашнее хозяйство;дом и домашнее хозяйство;здоровье и медицина
6379;образование;политика и общественная жизнь;политика и общественная жизнь;образование
5375;право,администрация и управление;право;;администрация и управление
8882;право,криминал;политика и общественная жизнь;политика и общественная жизнь;право,криминал
1537;спорт;происшествия;происшествия;спорт
7185;досуг, зрелища и развлечения;дом и домашнее хозяйство;дом и домашнее хозяйство;досуг, зрелища и развлечения
11352;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
1227;спорт;администрация и управление;администрация и управление;спорт
9990;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
4045;политика и общественная жизнь;политика и общественная жизнь;;
8668;частная жизнь;частная жизнь;;
1383;политика и общественная жизнь;политика и общественная жизнь;;
11282;история,наука и технологии;политика и общественная жизнь;политика и общественная жизнь;история,наука и технологии
3962;политика и общественная жизнь;бизнес;бизнес;политика и общественная жизнь
2036;право;право;;
9450;политика и общественная жизнь;политика и общественная жизнь;;
8592;здоровье и медицина;спорт;спорт;здоровье и медицина
10859;криминал;криминал;;
7489;экономика,сельское хозяйство,бизнес,образование,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство,бизнес, коммерция, экономика, финансы,экономика,бизнес,образование
8219;наука и технологии,образование;администрация и управление;администрация и управление;образование,наука и технологии
7084;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
691;природа;здоровье и медицина;здоровье и медицина;природа
6483;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
7861;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
329;политика и общественная жизнь;происшествия;происшествия;политика и общественная жизнь
3681;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
9488;искусство и культура;искусство и культура;;
4283;политика и общественная жизнь;сельское хозяйство;сельское хозяйство;политика и общественная жизнь
2076;право;политика и общественная жизнь;политика и общественная жизнь;право
3517;право,экономика,бизнес,бизнес, коммерция, экономика, финансы,политика и общественная жизнь;бизнес, коммерция, экономика, финансы;;право,экономика,бизнес,политика и общественная жизнь
7260;здоровье и медицина;энергетика;энергетика;здоровье и медицина
4355;наука и технологии;строительство,строительство и архитектура;строительство,строительство и архитектура;наука и технологии
8732;политика и общественная жизнь;политика и общественная жизнь;;
7331;политика и общественная жизнь;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;политика и общественная жизнь
9518;строительство и архитектура,история,наука и технологии,строительство;история;;строительство,наука и технологии,строительство и архитектура
6744;история,образование;администрация и управление;администрация и управление;образование,история
8036;здоровье и медицина,администрация и управление;администрация и управление;;здоровье и медицина
10572;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
2885;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
10351;частная жизнь;администрация и управление;администрация и управление;частная жизнь
1013;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
9254;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
2631;строительство и архитектура,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,строительство и архитектура
11075;право,политика и общественная жизнь;политика и общественная жизнь;;право
5576;политика и общественная жизнь;политика и общественная жизнь;;
3417;транспорт,спорт;спорт;;транспорт
8004;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;;администрация и управление
2786;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
4256;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
383;политика и общественная жизнь;политика и общественная жизнь;;
1515;политика и общественная жизнь;политика и общественная жизнь;;
4632;политика и общественная жизнь;политика и общественная жизнь;;
8248;политика и общественная жизнь;частная жизнь;частная жизнь;политика и общественная жизнь
5990;строительство и архитектура,администрация и управление,строительство;администрация и управление;;строительство,строительство и архитектура
3351;здоровье и медицина;здоровье и медицина;;
6955;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
852;религия;политика и общественная жизнь;политика и общественная жизнь;религия
1543;транспорт,спорт;политика и общественная жизнь;политика и общественная жизнь;транспорт,спорт
2272;частная жизнь;частная жизнь;;
9381;энергетика;энергетика;;
5069;политика и общественная жизнь;политика и общественная жизнь;;
4521;религия;религия;;
9763;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
4168;строительство и архитектура,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,строительство и архитектура
10190;досуг, зрелища и развлечения;дом и домашнее хозяйство;дом и домашнее хозяйство;досуг, зрелища и развлечения
8287;политика и общественная жизнь;политика и общественная жизнь;;
9701;администрация и управление;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;
1671;политика и общественная жизнь;политика и общественная жизнь;;
6553;право;право;;
82;администрация и управление;здоровье и медицина;здоровье и медицина;администрация и управление
8154;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
271;политика и общественная жизнь;происшествия;происшествия;политика и общественная жизнь
6941;спорт;администрация и управление;администрация и управление;спорт
8174;частная жизнь,искусство и культура;частная жизнь;;искусство и культура
8498;политика и общественная жизнь;политика и общественная жизнь;;
2199;администрация и управление,техника;администрация и управление;;техника
7683;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;;администрация и управление
7771;искусство и культура;искусство и культура;;
11789;политика и общественная жизнь;политика и общественная жизнь;;
2405;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
10813;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
2228;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
7485;энергетика;энергетика;;
2519;дом и домашнее хозяйство;политика и общественная жизнь;политика и общественная жизнь;дом и домашнее хозяйство
7144;политика и общественная жизнь;политика и общественная жизнь;;
7289;политика и общественная жизнь;политика и общественная жизнь;;
6222;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
2332;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
8224;право,политика и общественная жизнь;политика и общественная жизнь;;право
10192;энергетика,экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;энергетика,экономика,бизнес,бизнес, коммерция, экономика, финансы
3970;политика и общественная жизнь;политика и общественная жизнь;;
2099;политика и общественная жизнь;политика и общественная жизнь;;
4258;политика и общественная жизнь;политика и общественная жизнь;;
8591;искусство и культура;искусство и культура;;
9547;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
3078;транспорт,криминал,спорт;администрация и управление;администрация и управление;транспорт,спорт,криминал
3602;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
8265;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
7328;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
1803;спорт;администрация и управление;администрация и управление;спорт
11034;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
8937;частная жизнь;строительство,строительство и архитектура;строительство,строительство и архитектура;частная жизнь
7020;право,техника,экономика,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;администрация и управление;техника,бизнес, коммерция, экономика, финансы,экономика,бизнес,право
3408;образование;политика и общественная жизнь;политика и общественная жизнь;образование
7919;путешествия;наука и технологии;наука и технологии;путешествия
3523;политика и общественная жизнь;политика и общественная жизнь;;
11442;политика и общественная жизнь;политика и общественная жизнь;;
9365;строительство и архитектура,строительство;строительство,строительство и архитектура;;
2533;природа,политика и общественная жизнь;политика и общественная жизнь;;природа
4;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
10594;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
933;техника;политика и общественная жизнь;политика и общественная жизнь;техника
269;политика и общественная жизнь;политика и общественная жизнь;;
8024;право,политика и общественная жизнь;политика и общественная жизнь,право;;
10999;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
4501;природа;транспорт;транспорт;природа
486;политика и общественная жизнь;политика и общественная жизнь;;
2901;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес;;экономика,бизнес, коммерция, экономика, финансы
721;происшествия;происшествия;;
354;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
26;искусство и культура;здоровье и медицина;здоровье и медицина;искусство и культура
5021;экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;администрация и управление;экономика,бизнес,бизнес, коммерция, экономика, финансы,криминал
8616;криминал;бизнес;бизнес;криминал
10401;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
7382;наука и технологии;строительство,строительство и архитектура;строительство,строительство и архитектура;наука и технологии
9967;история,наука и технологии;политика и общественная жизнь;политика и общественная жизнь;история,наука и технологии
6145;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
4318;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
6569;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
11623;политика и общественная жизнь;политика и общественная жизнь;;
9134;политика и общественная жизнь;политика и общественная жизнь;;
3556;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
9086;политика и общественная жизнь;политика и общественная жизнь;;
4329;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес;;экономика,бизнес, коммерция, экономика, финансы
2906;происшествия;происшествия;;
6651;транспорт,экономика,бизнес,бизнес, коммерция, экономика, финансы,спорт;администрация и управление;администрация и управление;бизнес, коммерция, экономика, финансы,транспорт,экономика,бизнес,спорт
